data_criacao,id,temperatura,umidade,latitude,longitude,altitude,HDOP,satelites
2025-11-19T15:25:14-03:00,271,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:25:35-03:00,272,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:25:56-03:00,273,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:26:16-03:00,274,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:26:39-03:00,275,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:27:00-03:00,276,31.3,71.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:27:21-03:00,277,31.3,70.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:27:41-03:00,278,31.3,70.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:28:02-03:00,279,31.3,70.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:28:23-03:00,280,31.3,70.0,-7.995956,-34.840874,40.7,99.99,6.0
2025-11-19T15:28:43-03:00,281,31.3,70.0,-7.995956,-34.840874,40.7,99.99,6.0
